,CBS_Class,CBS_MY_Order,CBS_MY_Rate,CBS_XS_MY,CBS_DXPZ,CBS_XSCS,CBS_CRTAX,Book_Class,CBS_BK_Average_price,CBS_BK_MY_Order,CBS_BK_MY_Rate,CBS_BK_XS_MY,CBS_BK_DXPZ,CBS_BK_XSCS,FXS_Class,User_Area,User_Get_Price,FXS_Discount,FXS_BK_MY_Order,FXS_BK_MY_Rate,FXS_BK_MY,FXS_BK_DXPZ,FXS_BK_XSCS,FXS_BK_Average_Price
712,4,44,0.5866,48647131.17,2508,1611231,0.07,2,25.06,125,0.1011,1212119.7,128,48363,1,1,9.0,0.55,131,0.0884,381180.2,114,15627,24.39
713,4,44,0.5866,48647131.17,2508,1611231,0.07,4,31.1,118,0.1051,571147.84,70,18365,1,1,9.0,0.55,112,0.1161,198406.58,63,5968,33.25
714,4,44,0.5866,48647131.17,2508,1611231,0.07,1,31.93,38,0.67,11350758.6,185,355514,5,4,9.0,0.55,31,0.6231,112206.1,111,3568,31.45
715,4,44,0.5866,48647131.17,2508,1611231,0.07,6,21.95,131,0.1232,2387530.94,228,108775,5,4,9.0,0.55,141,0.0522,21093.16,58,912,23.13
716,4,44,0.5866,48647131.17,2508,1611231,0.08,5,32.47,54,0.2056,1422574.0,27,43817,5,4,9.0,0.55,30,0.2073,47666.4,20,1469,32.45
717,4,44,0.5866,48647131.17,2508,1611231,0.07,3,30.58,4,2.3211,31649971.09,1854,1035011,5,4,9.0,0.55,4,2.2744,280728.5,477,9699,28.94
718,4,44,0.5866,48647131.17,2508,1611231,0.07,2,25.06,125,0.1011,1212119.7,128,48363,5,4,9.0,0.55,85,0.129,22368.5,48,865,25.86
719,4,44,0.5866,48647131.17,2508,1611231,0.07,4,31.1,118,0.1051,571147.84,70,18365,5,4,9.0,0.55,87,0.2225,9686.8,21,341,28.41
720,4,20,0.9682,81199324.6,2881,2830402,0.07,1,27.0,16,1.3385,21486536.9,246,795852,3,2,9.0,0.55,18,1.0466,4290291.3,212,125833,34.1
721,4,20,0.9682,81199324.6,2881,2830402,0.07,6,24.16,77,0.2581,5227970.99,249,216401,3,2,9.0,0.55,64,0.3485,975602.1,83,38940,25.05
722,4,20,0.9682,81199324.6,2881,2830402,0.08,5,31.89,34,0.4183,2925685.4,36,91747,3,2,9.0,0.55,32,0.4877,710594.6,35,22256,31.93
723,4,20,0.9682,81199324.6,2881,2830402,0.07,3,29.96,3,3.3663,49343030.97,2121,1646715,3,2,9.0,0.55,3,3.235,11333301.57,1615,377127,30.05
724,4,20,0.9682,81199324.6,2881,2830402,0.08,7,35.64,255,0.0108,82104.0,21,2304,3,2,9.0,0.55,226,0.0121,26768.2,19,706,37.92
725,4,20,0.9682,81199324.6,2881,2830402,0.07,2,26.12,98,0.1354,1733887.2,146,66377,3,2,9.0,0.55,92,0.1541,350714.8,110,13266,26.44
726,4,20,0.9682,81199324.6,2881,2830402,0.07,4,36.35,132,0.0743,400109.14,62,11006,3,2,9.0,0.55,147,0.0651,86191.8,45,2444,35.27
727,4,20,0.9682,81199324.6,2881,2830402,0.07,1,27.0,16,1.3385,21486536.9,246,795852,4,3,9.0,0.55,15,1.3659,4008319.0,193,122751,32.65
728,4,20,0.9682,81199324.6,2881,2830402,0.07,6,24.16,77,0.2581,5227970.99,249,216401,4,3,9.0,0.55,73,0.2954,971890.44,93,38745,25.08
729,4,20,0.9682,81199324.6,2881,2830402,0.08,5,31.89,34,0.4183,2925685.4,36,91747,4,3,9.0,0.55,33,0.4978,594425.6,35,18646,31.88
730,4,20,0.9682,81199324.6,2881,2830402,0.07,3,29.96,3,3.3663,49343030.97,2121,1646715,4,3,9.0,0.55,3,3.4894,9578567.28,1308,319208,30.01
731,4,20,0.9682,81199324.6,2881,2830402,0.08,7,35.64,255,0.0108,82104.0,21,2304,4,3,9.0,0.55,247,0.0077,11893.0,15,325,36.59
732,4,20,0.9682,81199324.6,2881,2830402,0.07,2,26.12,98,0.1354,1733887.2,146,66377,4,3,9.0,0.55,86,0.1612,367270.4,96,13827,26.56
733,4,20,0.9682,81199324.6,2881,2830402,0.07,4,36.35,132,0.0743,400109.14,62,11006,4,3,9.0,0.55,128,0.0778,79334.78,35,2220,35.74
734,4,20,0.9682,81199324.6,2881,2830402,0.07,1,27.0,16,1.3385,21486536.9,246,795852,2,1,9.0,0.55,17,1.1403,3369552.5,198,102469,32.88
735,4,20,0.9682,81199324.6,2881,2830402,0.07,6,24.16,77,0.2581,5227970.99,249,216401,2,1,9.0,0.55,72,0.2754,1316021.77,165,54311,24.23
736,4,20,0.9682,81199324.6,2881,2830402,0.08,5,31.89,34,0.4183,2925685.4,36,91747,2,1,9.0,0.55,44,0.3059,496914.6,34,15611,31.83
737,4,20,0.9682,81199324.6,2881,2830402,0.07,3,29.96,3,3.3663,49343030.97,2121,1646715,2,1,9.0,0.55,3,3.1243,9001707.08,1413,302401,29.77
738,4,20,0.9682,81199324.6,2881,2830402,0.08,7,35.64,255,0.0108,82104.0,21,2304,2,1,9.0,0.55,286,0.0055,8256.4,13,229,36.05
739,4,20,0.9682,81199324.6,2881,2830402,0.07,2,26.12,98,0.1354,1733887.2,146,66377,2,1,9.0,0.55,97,0.139,379816.9,102,14622,25.98
740,4,20,0.9682,81199324.6,2881,2830402,0.07,4,36.35,132,0.0743,400109.14,62,11006,2,1,9.0,0.55,147,0.06,60034.4,35,1753,34.25
741,4,20,0.9682,81199324.6,2881,2830402,0.07,1,27.0,16,1.3385,21486536.9,246,795852,1,1,9.0,0.55,15,1.4193,6759713.9,228,344846,19.6
742,4,20,0.9682,81199324.6,2881,2830402,0.07,6,24.16,77,0.2581,5227970.99,249,216401,1,1,9.0,0.55,94,0.2116,1714600.27,192,74439,23.03
743,4,20,0.9682,81199324.6,2881,2830402,0.08,5,31.89,34,0.4183,2925685.4,36,91747,1,1,9.0,0.55,38,0.3677,809705.0,35,25598,31.63
744,4,20,0.9682,81199324.6,2881,2830402,0.07,3,29.96,3,3.3663,49343030.97,2121,1646715,1,1,9.0,0.55,3,3.361,14376811.34,1691,485129,29.64
745,4,20,0.9682,81199324.6,2881,2830402,0.08,7,35.64,255,0.0108,82104.0,21,2304,1,1,9.0,0.55,244,0.0106,19978.0,16,595,33.58
746,4,20,0.9682,81199324.6,2881,2830402,0.07,2,26.12,98,0.1354,1733887.2,146,66377,1,1,9.0,0.55,108,0.1142,537295.4,135,20866,25.75
747,4,20,0.9682,81199324.6,2881,2830402,0.07,4,36.35,132,0.0743,400109.14,62,11006,1,1,9.0,0.55,139,0.0661,108628.86,50,3223,33.7
748,4,20,0.9682,81199324.6,2881,2830402,0.07,1,27.0,16,1.3385,21486536.9,246,795852,5,4,9.0,0.55,3,3.6704,2061288.9,176,70570,29.21
749,4,20,0.9682,81199324.6,2881,2830402,0.07,6,24.16,77,0.2581,5227970.99,249,216401,5,4,9.0,0.55,117,0.1132,42258.55,65,1757,24.05
750,4,20,0.9682,81199324.6,2881,2830402,0.08,5,31.89,34,0.4183,2925685.4,36,91747,5,4,9.0,0.55,12,0.8655,186198.0,33,5760,32.33
751,4,20,0.9682,81199324.6,2881,2830402,0.07,3,29.96,3,3.3663,49343030.97,2121,1646715,5,4,9.0,0.55,1,4.5549,2663255.9,723,83143,32.03
752,4,20,0.9682,81199324.6,2881,2830402,0.08,7,35.64,255,0.0108,82104.0,21,2304,5,4,9.0,0.55,86,0.084,8429.6,1,257,32.8
753,4,20,0.9682,81199324.6,2881,2830402,0.07,2,26.12,98,0.1354,1733887.2,146,66377,5,4,9.0,0.55,110,0.0715,19376.3,59,773,25.07
754,4,20,0.9682,81199324.6,2881,2830402,0.07,4,36.35,132,0.0743,400109.14,62,11006,5,4,9.0,0.55,63,0.3476,45812.7,28,903,50.73
755,4,15,1.1909,98901179.88,2990,3393006,0.07,1,25.69,10,1.8292,27681285.6,306,1077524,3,2,9.0,0.55,15,1.3935,5280262.8,240,157398,33.55
756,4,15,1.1909,98901179.88,2990,3393006,0.07,6,24.09,74,0.2707,5693356.01,287,236368,3,2,9.0,0.55,57,0.36200000000000004,1068624.1,75,42677,25.04
757,4,15,1.1909,98901179.88,2990,3393006,0.08,5,31.65,36,0.3768,2565619.2,47,81064,3,2,9.0,0.55,34,0.4811,672142.4,47,20912,32.14
758,4,15,1.1909,98901179.88,2990,3393006,0.07,3,31.72,2,4.1059,59853567.61,2135,1886960,3,2,9.0,0.55,2,4.2607,14551200.15,1661,452960,32.12
759,4,15,1.1909,98901179.88,2990,3393006,0.08,7,36.12,198,0.0213,141326.6,19,3913,3,2,9.0,0.55,179,0.0263,50912.0,18,1344,37.88
760,4,15,1.1909,98901179.88,2990,3393006,0.07,2,27.49,81,0.2086,2869033.3,145,104365,3,2,9.0,0.55,66,0.254,635031.6,122,22665,28.02
761,4,15,1.1909,98901179.88,2990,3393006,0.07,4,34.49,221,0.0193,96991.56,51,2812,3,2,9.0,0.55,217,0.0223,27950.0,33,795,35.16
762,4,15,1.1909,98901179.88,2990,3393006,0.07,1,25.69,10,1.8292,27681285.6,306,1077524,4,3,9.0,0.55,11,1.9183,5816455.0,245,217335,26.76
763,4,15,1.1909,98901179.88,2990,3393006,0.07,6,24.09,74,0.2707,5693356.01,287,236368,4,3,9.0,0.55,68,0.3105,1095897.69,115,44408,24.68
764,4,15,1.1909,98901179.88,2990,3393006,0.08,5,31.65,36,0.3768,2565619.2,47,81064,4,3,9.0,0.55,33,0.4805,564527.6,47,17930,31.49
765,4,15,1.1909,98901179.88,2990,3393006,0.07,3,31.72,2,4.1059,59853567.61,2135,1886960,4,3,9.0,0.55,2,4.1966,12299753.9,1524,385283,31.92
766,4,15,1.1909,98901179.88,2990,3393006,0.08,7,36.12,198,0.0213,141326.6,19,3913,4,3,9.0,0.55,183,0.0203,29160.6,14,807,36.13
767,4,15,1.1909,98901179.88,2990,3393006,0.07,2,27.49,81,0.2086,2869033.3,145,104365,4,3,9.0,0.55,69,0.2455,626778.0,114,22406,27.97
768,4,15,1.1909,98901179.88,2990,3393006,0.07,4,34.49,221,0.0193,96991.56,51,2812,4,3,9.0,0.55,227,0.0171,17411.98,32,493,35.32
769,4,15,1.1909,98901179.88,2990,3393006,0.07,1,25.69,10,1.8292,27681285.6,306,1077524,2,1,9.0,0.55,11,1.6643,4668242.6,238,143029,32.64
770,4,15,1.1909,98901179.88,2990,3393006,0.07,6,24.09,74,0.2707,5693356.01,287,236368,2,1,9.0,0.55,67,0.3131,1609135.3,168,66969,24.03
771,4,15,1.1909,98901179.88,2990,3393006,0.08,5,31.65,36,0.3768,2565619.2,47,81064,2,1,9.0,0.55,44,0.2615,426313.0,47,13509,31.56
772,4,15,1.1909,98901179.88,2990,3393006,0.07,3,31.72,2,4.1059,59853567.61,2135,1886960,2,1,9.0,0.55,2,3.8091,11449448.4,1485,363625,31.49
773,4,15,1.1909,98901179.88,2990,3393006,0.08,7,36.12,198,0.0213,141326.6,19,3913,2,1,9.0,0.55,200,0.0182,22390.6,14,624,35.88
774,4,15,1.1909,98901179.88,2990,3393006,0.07,2,27.49,81,0.2086,2869033.3,145,104365,2,1,9.0,0.55,80,0.2259,678822.1,119,25040,27.11
775,4,15,1.1909,98901179.88,2990,3393006,0.07,4,34.49,221,0.0193,96991.56,51,2812,2,1,9.0,0.55,235,0.0147,14331.98,32,427,33.56
776,4,15,1.1909,98901179.88,2990,3393006,0.07,1,25.69,10,1.8292,27681285.6,306,1077524,1,1,9.0,0.55,5,2.0825,10291347.3,294,492356,20.9
777,4,15,1.1909,98901179.88,2990,3393006,0.07,6,24.09,74,0.2707,5693356.01,287,236368,1,1,9.0,0.55,91,0.2116,1831569.77,237,78738,23.26
778,4,15,1.1909,98901179.88,2990,3393006,0.08,5,31.65,36,0.3768,2565619.2,47,81064,1,1,9.0,0.55,34,0.342,801751.6,47,25590,31.33
779,4,15,1.1909,98901179.88,2990,3393006,0.07,3,31.72,2,4.1059,59853567.61,2135,1886960,1,1,9.0,0.55,2,4.1035,19424044.26,1651,618418,31.41
780,4,15,1.1909,98901179.88,2990,3393006,0.08,7,36.12,198,0.0213,141326.6,19,3913,1,1,9.0,0.55,204,0.0201,37254.6,15,1092,34.12
781,4,15,1.1909,98901179.88,2990,3393006,0.07,2,27.49,81,0.2086,2869033.3,145,104365,1,1,9.0,0.55,91,0.1664,870917.4,134,32219,27.03
782,4,15,1.1909,98901179.88,2990,3393006,0.07,4,34.49,221,0.0193,96991.56,51,2812,1,1,9.0,0.55,218,0.0191,30985.4,41,960,32.28
783,4,15,1.1909,98901179.88,2990,3393006,0.07,1,25.69,10,1.8292,27681285.6,306,1077524,5,4,9.0,0.55,4,3.2013,1243832.4,216,55583,22.38
784,4,15,1.1909,98901179.88,2990,3393006,0.07,6,24.09,74,0.2707,5693356.01,287,236368,5,4,9.0,0.55,109,0.1024,45225.15,74,1829,24.73
785,4,15,1.1909,98901179.88,2990,3393006,0.08,5,31.65,36,0.3768,2565619.2,47,81064,5,4,9.0,0.55,23,0.3033,58933.8,47,1867,31.57
786,4,15,1.1909,98901179.88,2990,3393006,0.07,3,31.72,2,4.1059,59853567.61,2135,1886960,5,4,9.0,0.55,2,4.5629,1448310.6,834,44596,32.48
787,4,15,1.1909,98901179.88,2990,3393006,0.08,7,36.12,198,0.0213,141326.6,19,3913,5,4,9.0,0.55,216,0.0061,395.2,3,12,32.93
788,4,15,1.1909,98901179.88,2990,3393006,0.07,2,27.49,81,0.2086,2869033.3,145,104365,5,4,9.0,0.55,99,0.106,31054.0,85,1093,28.41
789,4,15,1.1909,98901179.88,2990,3393006,0.07,4,34.49,221,0.0193,96991.56,51,2812,5,4,9.0,0.55,180,0.0318,2567.8,25,59,43.52
790,4,6,1.4556,126554487.0,3132,3984747,0.07,1,29.01,9,1.9448,30429106.3,339,1048918,3,2,9.0,0.55,13,1.5292,5830070.5,277,165233,35.28
791,4,6,1.4556,126554487.0,3132,3984747,0.07,6,24.69,69,0.3208,7153739.36,253,289762,3,2,9.0,0.55,52,0.4137,1264838.8,66,49704,25.45
792,4,6,1.4556,126554487.0,3132,3984747,0.08,5,31.56,43,0.2698,1713749.6,51,54298,3,2,9.0,0.55,36,0.3815,484712.8,49,15186,31.92
793,4,6,1.4556,126554487.0,3132,3984747,0.07,3,33.94,2,5.2482,82527921.39,2239,2431790,3,2,9.0,0.55,1,5.3456,19027902.59,1733,557364,34.14
794,4,6,1.4556,126554487.0,3132,3984747,0.08,7,36.95,181,0.0236,151232.8,20,4093,3,2,9.0,0.55,172,0.0272,52638.2,17,1364,38.59
795,4,6,1.4556,126554487.0,3132,3984747,0.07,2,29.31,71,0.2939,4530686.2,181,154572,3,2,9.0,0.55,59,0.3434,920327.4,127,30958,29.73
796,4,6,1.4556,126554487.0,3132,3984747,0.07,4,36.57,277,0.0096,48051.3,49,1314,3,2,9.0,0.55,258,0.0119,14846.4,30,363,40.9
797,4,6,1.4556,126554487.0,3132,3984747,0.07,1,29.01,9,1.9448,30429106.3,339,1048918,4,3,9.0,0.55,11,2.0089,5765549.4,270,184663,31.22
798,4,6,1.4556,126554487.0,3132,3984747,0.07,6,24.69,69,0.3208,7153739.36,253,289762,4,3,9.0,0.55,66,0.3316,1172723.44,152,47098,24.9
799,4,6,1.4556,126554487.0,3132,3984747,0.08,5,31.56,43,0.2698,1713749.6,51,54298,4,3,9.0,0.55,38,0.3521,368453.2,50,11780,31.28
800,4,6,1.4556,126554487.0,3132,3984747,0.07,3,33.94,2,5.2482,82527921.39,2239,2431790,4,3,9.0,0.55,2,5.138999999999999,14946011.9,1546,440987,33.89
801,4,6,1.4556,126554487.0,3132,3984747,0.08,7,36.95,181,0.0236,151232.8,20,4093,4,3,9.0,0.55,155,0.0251,33266.2,11,884,37.63
802,4,6,1.4556,126554487.0,3132,3984747,0.07,2,29.31,71,0.2939,4530686.2,181,154572,4,3,9.0,0.55,61,0.3233,854543.4,136,28661,29.82
803,4,6,1.4556,126554487.0,3132,3984747,0.07,4,36.57,277,0.0096,48051.3,49,1314,4,3,9.0,0.55,253,0.0092,8899.4,28,246,36.18
804,4,6,1.4556,126554487.0,3132,3984747,0.07,1,29.01,9,1.9448,30429106.3,339,1048918,2,1,9.0,0.55,9,2.0297,5807151.7,295,166430,34.89
805,4,6,1.4556,126554487.0,3132,3984747,0.07,6,24.69,69,0.3208,7153739.36,253,289762,2,1,9.0,0.55,56,0.41200000000000003,2193169.1,128,90343,24.28
806,4,6,1.4556,126554487.0,3132,3984747,0.08,5,31.56,43,0.2698,1713749.6,51,54298,2,1,9.0,0.55,48,0.2042,296642.6,49,9444,31.41
807,4,6,1.4556,126554487.0,3132,3984747,0.07,3,33.94,2,5.2482,82527921.39,2239,2431790,2,1,9.0,0.55,2,5.1205,16876746.5,1615,499956,33.76
808,4,6,1.4556,126554487.0,3132,3984747,0.08,7,36.95,181,0.0236,151232.8,20,4093,2,1,9.0,0.55,180,0.0233,25774.2,16,694,37.14
809,4,6,1.4556,126554487.0,3132,3984747,0.07,2,29.31,71,0.2939,4530686.2,181,154572,2,1,9.0,0.55,63,0.3329,1098618.6,150,38018,28.9
810,4,6,1.4556,126554487.0,3132,3984747,0.07,4,36.57,277,0.0096,48051.3,49,1314,2,1,9.0,0.55,293,0.006999999999999999,6812.4,22,203,33.56
811,4,6,1.4556,126554487.0,3132,3984747,0.07,1,29.01,9,1.9448,30429106.3,339,1048918,1,1,9.0,0.55,6,2.1262,11767852.6,327,495377,23.76
812,4,6,1.4556,126554487.0,3132,3984747,0.07,6,24.69,69,0.3208,7153739.36,253,289762,1,1,9.0,0.55,82,0.2499,2473807.47,180,100656,24.58
813,4,6,1.4556,126554487.0,3132,3984747,0.08,5,31.56,43,0.2698,1713749.6,51,54298,1,1,9.0,0.55,39,0.2236,537291.0,51,17061,31.49
814,4,6,1.4556,126554487.0,3132,3984747,0.07,3,33.94,2,5.2482,82527921.39,2239,2431790,1,1,9.0,0.55,2,5.2962,29081161.5,1833,859674,33.83
815,4,6,1.4556,126554487.0,3132,3984747,0.08,7,36.95,181,0.0236,151232.8,20,4093,1,1,9.0,0.55,205,0.0196,39094.8,14,1136,34.41
816,4,6,1.4556,126554487.0,3132,3984747,0.07,2,29.31,71,0.2939,4530686.2,181,154572,1,1,9.0,0.55,78,0.2464,1582823.0,170,54594,28.99
817,4,6,1.4556,126554487.0,3132,3984747,0.07,4,36.57,277,0.0096,48051.3,49,1314,1,1,9.0,0.55,269,0.0092,15778.1,41,451,34.98
818,4,6,1.4556,126554487.0,3132,3984747,0.07,1,29.01,9,1.9448,30429106.3,339,1048918,5,4,9.0,0.55,8,2.2159,1258482.1,237,37215,33.82
819,4,6,1.4556,126554487.0,3132,3984747,0.07,6,24.69,69,0.3208,7153739.36,253,289762,5,4,9.0,0.55,117,0.1013,49200.55,66,1961,25.09
820,4,6,1.4556,126554487.0,3132,3984747,0.08,5,31.56,43,0.2698,1713749.6,51,54298,5,4,9.0,0.55,41,0.1489,26650.0,49,827,32.22
821,4,6,1.4556,126554487.0,3132,3984747,0.07,3,33.94,2,5.2482,82527921.39,2239,2431790,5,4,9.0,0.55,2,5.5195,2596098.9,954,73809,35.17
822,4,6,1.4556,126554487.0,3132,3984747,0.08,7,36.95,181,0.0236,151232.8,20,4093,5,4,9.0,0.55,222,0.0079,459.4,4,15,30.63
823,4,6,1.4556,126554487.0,3132,3984747,0.07,2,29.31,71,0.2939,4530686.2,181,154572,5,4,9.0,0.55,76,0.2006,74373.8,115,2341,31.77
824,4,6,1.4556,126554487.0,3132,3984747,0.07,4,36.57,277,0.0096,48051.3,49,1314,5,4,9.0,0.55,200,0.0183,1715.0,14,51,33.63
825,4,8,1.4398,132787728.2,3276,3986040,0.07,1,28.27,18,1.2376,22411100.4,383,792837,3,2,9.0,0.55,22,0.9484,4127420.9,295,115253,35.81
826,4,8,1.4398,132787728.2,3276,3986040,0.07,6,24.64,70,0.2994,7022933.0,234,285038,3,2,9.0,0.55,56,0.3869,1146269.4,62,45199,25.36
827,4,8,1.4398,132787728.2,3276,3986040,0.08,5,34.59,45,0.2884,1838537.8,66,53147,3,2,9.0,0.55,37,0.4261,491738.8,62,14356,34.25
828,4,8,1.4398,132787728.2,3276,3986040,0.07,3,35.89,1,5.6988,95498891.26,2345,2661021,3,2,9.0,0.55,1,5.5657,20606582.0,1726,571253,36.07
829,4,8,1.4398,132787728.2,3276,3986040,0.08,7,38.75,234,0.0134,82350.0,21,2125,3,2,9.0,0.55,191,0.0204,36362.4,16,924,39.35
830,4,8,1.4398,132787728.2,3276,3986040,0.07,2,30.44,60,0.3371,5647786.1,178,185565,3,2,9.0,0.55,57,0.3716,1067358.8,129,34560,30.88
831,4,8,1.4398,132787728.2,3276,3986040,0.07,4,45.37,143,0.0627,286129.6,49,6307,3,2,9.0,0.55,135,0.0664,75006.0,19,1634,45.9
832,4,8,1.4398,132787728.2,3276,3986040,0.07,1,28.27,18,1.2376,22411100.4,383,792837,4,3,9.0,0.55,17,1.2758,3883292.0,321,123263,31.5
833,4,8,1.4398,132787728.2,3276,3986040,0.07,6,24.64,70,0.2994,7022933.0,234,285038,4,3,9.0,0.55,69,0.2819,965918.29,106,38941,24.8
834,4,8,1.4398,132787728.2,3276,3986040,0.08,5,34.59,45,0.2884,1838537.8,66,53147,4,3,9.0,0.55,41,0.3689,344651.8,62,10173,33.88
835,4,8,1.4398,132787728.2,3276,3986040,0.07,3,35.89,1,5.6988,95498891.26,2345,2661021,4,3,9.0,0.55,1,5.7301,15917741.47,1570,444073,35.84
836,4,8,1.4398,132787728.2,3276,3986040,0.08,7,38.75,234,0.0134,82350.0,21,2125,4,3,9.0,0.55,190,0.0157,17513.4,11,444,39.44
837,4,8,1.4398,132787728.2,3276,3986040,0.07,2,30.44,60,0.3371,5647786.1,178,185565,4,3,9.0,0.55,59,0.3526,931111.4,137,30140,30.89
838,4,8,1.4398,132787728.2,3276,3986040,0.07,4,45.37,143,0.0627,286129.6,49,6307,4,3,9.0,0.55,153,0.0464,37256.8,19,834,44.67
839,4,8,1.4398,132787728.2,3276,3986040,0.07,1,28.27,18,1.2376,22411100.4,383,792837,2,1,9.0,0.55,17,1.3009,4297288.5,328,124619,34.48
840,4,8,1.4398,132787728.2,3276,3986040,0.07,6,24.64,70,0.2994,7022933.0,234,285038,2,1,9.0,0.55,60,0.4133,2184804.31,133,90351,24.18
841,4,8,1.4398,132787728.2,3276,3986040,0.08,5,34.59,45,0.2884,1838537.8,66,53147,2,1,9.0,0.55,50,0.2119,331145.2,63,9564,34.62
842,4,8,1.4398,132787728.2,3276,3986040,0.07,3,35.89,1,5.6988,95498891.26,2345,2661021,2,1,9.0,0.55,1,5.7661,19872001.7,1720,556446,35.71
843,4,8,1.4398,132787728.2,3276,3986040,0.08,7,38.75,234,0.0134,82350.0,21,2125,2,1,9.0,0.55,236,0.0105,11024.0,12,278,39.65
844,4,8,1.4398,132787728.2,3276,3986040,0.07,2,30.44,60,0.3371,5647786.1,178,185565,2,1,9.0,0.55,53,0.4006,1392334.8,137,46627,29.86
845,4,8,1.4398,132787728.2,3276,3986040,0.07,4,45.37,143,0.0627,286129.6,49,6307,2,1,9.0,0.55,155,0.0475,41047.4,32,933,44.0
846,4,8,1.4398,132787728.2,3276,3986040,0.07,1,28.27,18,1.2376,22411100.4,383,792837,1,1,9.0,0.55,14,1.3515,9233968.2,366,405209,22.79
847,4,8,1.4398,132787728.2,3276,3986040,0.07,6,24.64,70,0.2994,7022933.0,234,285038,1,1,9.0,0.55,87,0.2394,2665353.85,162,107996,24.68
848,4,8,1.4398,132787728.2,3276,3986040,0.08,5,34.59,45,0.2884,1838537.8,66,53147,1,1,9.0,0.55,43,0.2325,590108.3,63,16882,34.95
849,4,8,1.4398,132787728.2,3276,3986040,0.07,3,35.89,1,5.6988,95498891.26,2345,2661021,1,1,9.0,0.55,2,5.6435,35998060.59,1890,1005018,35.82
850,4,8,1.4398,132787728.2,3276,3986040,0.08,7,38.75,234,0.0134,82350.0,21,2125,1,1,9.0,0.55,270,0.0082,17332.6,12,476,36.41
851,4,8,1.4398,132787728.2,3276,3986040,0.07,2,30.44,60,0.3371,5647786.1,178,185565,1,1,9.0,0.55,68,0.2973,2185723.3,171,72061,30.33
852,4,8,1.4398,132787728.2,3276,3986040,0.07,4,45.37,143,0.0627,286129.6,49,6307,1,1,9.0,0.55,138,0.065,108863.4,37,2393,45.49
853,4,8,1.4398,132787728.2,3276,3986040,0.07,1,28.27,18,1.2376,22411100.4,383,792837,5,4,9.0,0.55,14,1.5074,869130.8,257,24493,35.48
854,4,8,1.4398,132787728.2,3276,3986040,0.07,6,24.64,70,0.2994,7022933.0,234,285038,5,4,9.0,0.55,112,0.0937,60587.15,68,2551,23.75
855,4,8,1.4398,132787728.2,3276,3986040,0.08,5,34.59,45,0.2884,1838537.8,66,53147,5,4,9.0,0.55,18,0.4374,80893.7,51,2172,37.24
856,4,8,1.4398,132787728.2,3276,3986040,0.07,3,35.89,1,5.6988,95498891.26,2345,2661021,5,4,9.0,0.55,3,6.8629,3104505.5,994,84231,36.86
857,4,8,1.4398,132787728.2,3276,3986040,0.08,7,38.75,234,0.0134,82350.0,21,2125,5,4,9.0,0.55,269,0.002,117.6,2,3,39.2
858,4,8,1.4398,132787728.2,3276,3986040,0.07,2,30.44,60,0.3371,5647786.1,178,185565,5,4,9.0,0.55,90,0.1738,71257.8,117,2177,32.73
859,4,8,1.4398,132787728.2,3276,3986040,0.07,4,45.37,143,0.0627,286129.6,49,6307,5,4,9.0,0.55,68,0.2665,23956.0,11,513,46.7
860,1,6,1.4041,116448964.4,16799,3584881,0.07,1,33.32,31,0.7165,12138187.0,1448,364294,3,2,9.0,0.55,29,0.7525,3364667.5,1256,99194,33.92
861,1,6,1.4041,116448964.4,16799,3584881,0.07,6,26.28,276,0.0162,313201.0,34,11920,3,2,9.0,0.55,242,0.0252,63317.4,31,2374,26.67
862,1,6,1.4041,116448964.4,16799,3584881,0.08,5,38.36,28,0.5539,3832139.6,159,99893,3,2,9.0,0.55,24,0.9008,1402326.8,134,35068,39.99
863,1,6,1.4041,116448964.4,16799,3584881,0.07,3,37.46,44,0.644,8781635.7,591,234437,3,2,9.0,0.55,38,0.6421,2190974.4,556,53135,41.23
864,1,6,1.4041,116448964.4,16799,3584881,0.08,7,36.56,4,6.5572,55716854.5,12794,1523865,3,2,9.0,0.55,6,6.0722,15026457.34,11103,359675,41.78
865,1,6,1.4041,116448964.4,16799,3584881,0.07,2,21.53,28,0.9801,11753071.3,385,545948,3,2,9.0,0.55,25,1.1223,2350498.7,374,104612,22.47
866,1,6,1.4041,116448964.4,16799,3584881,0.07,4,29.72,6,4.4002,23913875.3,1388,804524,3,2,9.0,0.55,3,4.8793,6507405.2,1259,214363,30.36
867,1,6,1.4041,116448964.4,16799,3584881,0.07,1,33.32,31,0.7165,12138187.0,1448,364294,4,3,9.0,0.55,31,0.7657,2446380.9,1245,73202,33.42
868,1,6,1.4041,116448964.4,16799,3584881,0.07,6,26.28,276,0.0162,313201.0,34,11920,4,3,9.0,0.55,253,0.02,63397.8,32,2449,25.89
869,1,6,1.4041,116448964.4,16799,3584881,0.08,5,38.36,28,0.5539,3832139.6,159,99893,4,3,9.0,0.55,23,0.6292,763861.5,131,20275,37.68
870,1,6,1.4041,116448964.4,16799,3584881,0.07,3,37.46,44,0.644,8781635.7,591,234437,4,3,9.0,0.55,39,0.6897,1835444.1,532,47371,38.75
871,1,6,1.4041,116448964.4,16799,3584881,0.08,7,36.56,4,6.5572,55716854.5,12794,1523865,4,3,9.0,0.55,4,6.912000000000001,11757916.62,9856,310599,37.86
